Bedroom,Bathroom,Property Size,Ad List,Facilities,Building Name,Developer,Tenure Type,Address,Completion Year,# of Floors,Total Units,Property Type,Parking Lot,Floor Range,Land Title,Firm Type,Firm Number,REN Number,Park,School,price
3.0,2.0,1017.0,101979792,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track",Savanna Executive Suites,Mah Sing Group Berhad,Freehold,"Lebuhraya KL-Serermban, Sungai Besi, Bangi, Selangor",2014.0,20.0,462.0,Service Residence,2.0,Medium,Non Bumi Lot,E,31484,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,280000
4.0,3.0,1387.0,103806053,"Playground, Swimming Pool, Gymnasium, Jogging Track, Parking, Security, Club house, Lift, Minimart, Multipurpose hall, Barbeque area",R&F Princess Cove,R&F Development Sdn Bhd,Freehold,"Off Lebuhraya Sultan Iskandar, Tanjung Puteri, Johor Bahru, Johor",2018.0,35.0,3224.0,Service Residence,2.0,High,Non Bumi Lot,E,16051,REN 19421,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,1150000
3.0,2.0,720.0,103715477,"Parking, Sauna, Gymnasium, Jogging Track, Barbeque area, Security, Swimming Pool",The Heights Residence @ Taman Muzaffar Heights,Scientex Berhad,Leasehold,"Melaka, Ayer Keroh, Ayer Keroh, Melaka",2018.0,20.0,160.0,Condominium,1.0,Medium,Non Bumi Lot,E,11766,REN 35194,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,320000
4.0,4.0,1474.0,103805909,"Parking, Playground, Multipurpose hall, Gymnasium, Lift, Barbeque area, Security, Swimming Pool, Jogging Track",The Riyang @ Happy Garden,Suntrack Development Sdn Bhd,Freehold,"Off Jalan Kuchai Maju, Happy Garden, Kuchai Lama, Kuala Lumpur",2020.0,35.0,212.0,Condominium,2.0,High,Non Bumi Lot,E,11800,E 51213,"Park at Taman Gembira, Kuchai Lama, Kuala Lumpur, 58200, Malaysia
Park at Taman Pagar Ruyong, Kuchai Lama, Kuala Lumpur, 58200, Malaysia","SJK (C) La Salle Sri Petaling
SK Salak South",880000
2.0,1.0,788.0,103805998,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",TT3 Soho,Ibraco Berhad,Leasehold,"Lorong 8, Jalan Tabuan Tranquility, Kuching, Sarawak",2014.0,20.0,462.0,Service Residence,1.0,High,Non Bumi Lot,E,31470,REN 23281,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,550000
2.0,1.0,517.0,103292386,Lift,Taman Bukit Cheras,Titijaya Land Berhad,Freehold,"Selangor, Cheras South, Cheras, Selangor",2014.0,20.0,462.0,Apartment,1.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,180000
3.0,2.0,650.0,103292345,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Rumah Pangsa Impian (Saujana Putra),Ideal Property Group,Leasehold,"Off Jalan Saujana Putra, Bandar Saujana Putra, Kuala Langat, Selangor",2014.0,5.0,462.0,Flat,1.0,Low,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,200000
3.0,2.0,850.0,103292300,"Parking, Security, Playground",Alam Budiman (Sri Budiman),SHL Consolidated Berhad,Freehold,"Jalan Pulau Lumut U10/76f, Setia Alam, Selangor",2014.0,20.0,536.0,Apartment,2.0,Low,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,300000
3.0,2.0,800.0,101804692,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",All Seasons Park,Ideal Property Group,Leasehold,"Lebuhraya Thean Teik, Ayer Itam, Penang",2014.0,20.0,462.0,Apartment,2.0,Medium,Non Bumi Lot,E,11605,REN 49410,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,438000
3.0,2.0,1432.0,100462242,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Multipurpose hall, Club house, Jogging Track",Tribeca,Ideal Property Group,Leasehold,"Lorong Urat Mata 4, Jalan Urat Mata, Kuching, Sarawak",2014.0,20.0,684.0,Condominium,2.0,High,Non Bumi Lot,E,11584,REN 58273,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,700000
2.0,1.0,527.0,103703580,"Lift, Playground",Perumahan Awam Sri Perak,Ideal Property Group,Leasehold,"Jalan 1/48A, Sentul, Kuala Lumpur",2014.0,20.0,462.0,Flat,1.0,Low,Bumi Lot,E,11747,REN 31955,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia","SK Bandar Baru Sentul
SJK (C) Chong Hwa
Institute Masalah Pembelajaran & Austism Malaysia
SJK(C) Chiao Nan
Wesley Methodist School Sentul
SMK (L) Methodist Sentul
SK Convent Sentul 1 & 2
SJK (C) Sentul
SK (L) Methodist Sentul
SK Jalan Kuantan 1
SJK (T) Sentul
Asrama 1 Malaysia
SK Setapak
SK dan SMK La Salle Sentul
SJK (C) Chi Man
SJK (T) St. Joseph",195000
3.0,2.0,1108.0,103640175,"Playground, Jogging Track, Swimming Pool, Security, Lift, Parking, Gymnasium, Minimart, Club house",SkyVilla Condominium (MJC),Mudajaya Group,Leasehold,"Bandar Baru Batu Kawa (MJC), Kuching, Sarawak",2014.0,20.0,462.0,Condominium,1.0,High,Non Bumi Lot,E,11584,REN 58273,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,493000
3.0,2.0,860.0,102709021,"Swimming Pool, Parking, Security, Playground",Pangsapuri Resak,Ideal Property Group,Leasehold,"U10/14, Persiaran Pulau Carey, Seksyen U10, Shah Alam, Selangor",2014.0,20.0,462.0,Apartment,1.0,Medium,Bumi Lot,E,11307,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,195000
3.0,2.0,1011.0,103805884,"Jogging Track, Lift, Barbeque area, Parking, Swimming Pool, Club house, Playground, Tennis Court, Gymnasium, Multipurpose hall, Security, Sauna",Horizon Residence Luxury Apartment,Mahabuilders Berhad,Freehold,"Lebuhraya Bukit Indah, Bukit Indah, Johor Bahru, Johor",2014.0,26.0,440.0,Apartment,1.0,Medium,Non Bumi Lot,E,11584,REN 63582,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,420000
3.0,2.0,925.0,103125815,"Gymnasium, Security, Playground, Swimming Pool, Barbeque area, Parking, Minimart, Tennis Court, Club house",Cyberia SmartHomes,Paramoden (MK Land),Freehold,"Persiaran Multimedia, Cyberjaya, Selangor",2002.0,20.0,1188.0,Condominium,1.0,Medium,Non Bumi Lot,E,11747,REN 03027,"Park at Mutiara Ville Park A, Cyber 11
Park at Mutira Viile Tower G Park, Cyber 11
Park at Cyberjaya, Sepang","Sekolah Kebangsaan Cyberjaya
Sekolah Menengah Kebangsaan Cyberjaya
King Henry VIII College
ELC International School",255000
3.0,2.0,753.0,103755519,"Parking, Playground, Barbeque area, Minimart, Jogging Track",Pangsapuri Angsana,Ideal Property Group,Freehold,"Jalan Penggawa 2/2, Cheras, Selangor",2014.0,20.0,462.0,Apartment,1.0,High,Bumi Lot,E,11747,REN 03027,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,240000
3.0,2.0,1093.0,103690820,"Security, Swimming Pool, Barbeque area, Playground, Sauna, Parking, Gymnasium, Tennis Court",East Lake Residence,Hongkong Land,Leasehold,"Persiaran Serdang Perdana, Taman Serdang Perdana, Seksyen 3, Seri Kembangan, Selangor",2014.0,20.0,634.0,Condominium,1.0,Medium,Bumi Lot,E,11747,REN 03027,"Park 2 at SK 5, Kampung Baru Seri Kembangan
Park at SK 2, Kampung Baru Seri Kembangan
Park 1 at SK 5, Kampung Baru Seri Kembangan
Park at SK 4, Kampung Baru Seri Kembangan
Park at SK 9, Kampung Baru Seri Kembangan
Park at Serdang Raya 6, Serdang Raya
Park at Taman Serdang Utama, Bukit Serdang",Vikas International School,350000
3.0,3.0,1400.0,102135985,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Raffel Tower,BSG Property,Freehold,"1 Off Jalan Bukit Gambir, Bukit Gambir, Gelugor, Penang",2015.0,29.0,260.0,Condominium,2.0,Medium,Non Bumi Lot,E,11589,REN 43737,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,978000
3.0,2.0,800.0,103637327,"Swimming Pool, Security, Parking, Minimart, Playground, Sauna, Gymnasium, Lift",Karisma @ Eco Majestic,Eco World Development Group Berhad,Freehold,"Pangsapuri Karisma, Jalan Eco Majestic 3A/5, Semenyih, Selangor",2014.0,4.0,75.0,Apartment,2.0,Medium,Non Bumi Lot,E,11747,REN 31955,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,260000
3.0,2.0,953.0,103594449,"Minimart, Barbeque area, Playground, Jogging Track, Security",Melana Apartment,Ideal Property Group,Freehold,"Jalan Pendidikan 1, Skudai, Johor",2014.0,4.0,462.0,Apartment,1.0,Medium,Non Bumi Lot,E,11584,REN 42762,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,263000
3.0,2.0,750.0,103142753,Parking,Taman Pulai Utama @ Shop Apartment,Ideal Property Group,Freehold,"65-1-2 jln pulai 44 Taman pulai utama 81300 Skudai Johor, Skudai, Johor",2014.0,20.0,462.0,Apartment,1.0,Low,Non Bumi Lot,E,11584,REN 42762,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,168000
3.0,2.0,1152.0,103754290,"Security, Multipurpose hall, Lift, Barbeque area, Playground, Swimming Pool, Sauna, Parking, Gymnasium, Jogging Track",Flexis @ One South,Hua Yang Berhad,Leasehold,"Persiaran Serdang Perdana, Seri Kembangan, Selangor",2015.0,21.0,424.0,Others,1.0,Low,Non Bumi Lot,E,31462,REN 22075,"Park at Serdang Raya 7, Serdang Raya
Park at Serdang Raya 6, Serdang Raya
Park at Serdang Raya 8, Serdang Raya",Vikas International School,530000
3.0,2.0,1334.0,103805698,"Jogging Track, Multipurpose hall, Swimming Pool, Tennis Court, Parking, Gymnasium, Security, Playground, Barbeque area, Lift, Minimart, Club house",Sky Condominium @ Bandar Puchong Jaya,IOI Properties Group,Freehold,"Persiaran Puchong Jaya Selatan, Bandar Puchong Jaya, Puchong, Selangor",2019.0,30.0,1039.0,Condominium,2.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Sri Teratai Park, Bandar Puchong Jaya
Park at Kawasan Perumahan Tempua, Bandar Puchong Jaya
Park at Residensi Jalan Bangau, Subang Jaya
Park at Taman Permainan belakang SKS2BK, Bandar Kinrara
Park at Taman Tenaga, Subang Jaya
Park 2 at Subang Jaya, Petaling","Sekolah Kebangsaan Bandar Kinrara Seksyen 2
Sekolah Jenis Kebangsaan (Cina) Shin Cheng (Harcroft)
Sekolah Menengah Kebangsaan Bandar Puchong Jaya (B)
Sekolah Kebangsaan Bukit Kuchai",950000
1.0,1.0,705.0,103805692,"Security, Swimming Pool, Barbeque area, Playground, Gymnasium, Jogging Track, Sauna, Multipurpose hall, Lift, Parking, Minimart",The Elements,Elite Forward Sdn Bhd (L&G / Mayland),Freehold,"Jalan Ampang Ulu, Ampang, Ampang, Kuala Lumpur",2015.0,41.0,1040.0,Service Residence,1.0,Medium,Non Bumi Lot,E,11584,REN 16279,"Ampang Hilir Lake Garden, Perwira Jaya, Kuala Lumpur, Malaysia",Libyan School,375000
3.0,2.0,689.0,102399058,"Security, Lift, Playground, Jogging Track",Sun Moon City,Ideal Property Group,Freehold,"Tingkat Paya Terubong 4, Ayer Itam, Penang",2014.0,20.0,462.0,Apartment,1.0,Medium,Non Bumi Lot,AE,56472,REN 66472,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,200000
3.0,2.0,1700.0,102725008,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Village Grove Condominium,Ideal Property Group,Leasehold,"Taman BDC, Kuching, Sarawak",2014.0,20.0,462.0,Condominium,1.0,High,Non Bumi Lot,E,30460,REN 01374,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,580000
3.0,2.0,958.0,102664029,"Playground, Security, Minimart, Swimming Pool, Barbeque area, Parking",Persiaran Tanjung Apartment,Ideal Property Group,Leasehold,"Jalan Persiaran Tanjung, Tampoi, Johor",2014.0,17.0,462.0,Apartment,1.0,High,Bumi Lot,E,12004,REN 37139,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,228000
3.0,2.0,965.0,103042046,"Parking, Gymnasium, Swimming Pool, Playground",228 Selayang Condominium,Mahumas Sdn Bhd,Leasehold,"Jalan Besar Selayang Baru, Selayang Baru, Selayang, Selangor",2015.0,16.0,228.0,Condominium,1.0,Medium,Bumi Lot,E,11321,REN 28191,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia","Sekolah Menengah Kebangsaan Seri Selayang
Sekolah Menengah Kebangsaan Taman Selayang
Sekolah Kebangsaan (2) Taman Selayang
Sekolah Kebangsaan (1) Taman Selayang
Sekolah Menengah Kebangsaan Selayang Bharu
Sekolah Menengah Kebangsaan Darul Ehsan
Sekolah Kebangsaan Selayang Baru (2)
Sekolah Jenis Kebangsaan(C) Selayang Baru",368000
3.0,2.0,1120.0,103805672,"Parking, Security, Lift, Swimming Pool, Gymnasium",Yarra Park,Ideal Property Group,Leasehold,"Lorong Dogan 6, Kuching, Sarawak",2014.0,20.0,462.0,Apartment,1.0,Medium,Non Bumi Lot,E,11584,REN 35150,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,530000
